  0. -2.06201035  0. -2.06201035
  0.100000001 -2.06201036  0.00534895202 -2.06735931
  0.200000003 -2.06201037  0.0215320494 -2.08354242
  0.300000012 -2.06201039  0.0489559807 -2.11096637
  0.400000006 -2.06201044  0.0882882848 -2.15029873
  0.5 -2.06201051  0.140428871 -2.20243938
  0.600000024 -2.06201068  0.206437469 -2.26844815
  0.699999988 -2.06201108  0.287362963 -2.34937404
  0.800000012 -2.06201207  0.383832604 -2.44584467
  0.900000036 -2.0620139  0.494999349 -2.55701325
  1. -2.06201307  0.61623174 -2.67824481
  1.10000002 -2.06201078  0.738000989 -2.80001177
  1.20000005 -2.06202104  0.854499936 -2.91652098
  1.30000007 -2.06202018  0.967472911 -3.02949309
  1.39999998 -2.06201919  1.0701685 -3.13218768
  1.5 -2.06200843  1.14748776 -3.20949619
  1.60000002 -2.06202566  1.19669235 -3.258718
  1.70000005 -2.06202592  1.24039769 -3.30242361
  1.80000007 -2.06203062  1.30333936 -3.36536998
  1.89999998 -2.06202918  1.39367139 -3.45570057
  2. -2.06200818  1.49238288 -3.55439106
  2.10000014 -2.06202497  1.57547832 -3.63750329
  2.20000005 -2.06203171  1.6464318 -3.70846351
  2.29999995 -2.0620347  1.72352517 -3.78555987
  2.4000001 -2.0620208  1.81956232 -3.88158312
  2.5 -2.06204964  1.94277024 -4.00481989
  2.60000014 -2.0620466  2.10482311 -4.16686971
  2.70000005 -2.0620227  2.28368759 -4.3457103
  2.79999995 -2.0619744  2.44968224 -4.51165663
  2.9000001 -2.06209388  2.62250137 -4.68459525
  3. -2.06207797  2.86692762 -4.92900559
  3.10000014 -2.06202585  3.17804646 -5.24007231
  3.20000005 -2.0623217  3.49817753 -5.56049922
  3.29999995 -2.06195032  3.74232626 -5.80427658
  3.4000001 -2.062167  3.83376384 -5.89593083
  3.5 -2.06199973  3.85331678 -5.91531651
  3.60000014 -2.06254453  3.72941494 -5.79195947
  3.70000005 -2.06234277  3.56702685 -5.62936962
  3.79999995 -2.06235357  3.45776677 -5.52012034
  3.9000001 -2.06233188  3.42889738 -5.49122926
  4. -2.06232339  3.48937225 -5.55169564
  4.0999999 -2.06232261  3.60436797 -5.66669058
  4.20000029 -2.06227753  3.73632264 -5.79860018
  4.30000019 -2.06250363  3.89344025 -5.95594387
  4.4000001 -2.0622109  4.10977268 -6.17198358
  4.5 -2.06217447  4.37637138 -6.43854585
  4.5999999 -2.06213808  4.708426 -6.77056408
  4.70000029 -2.06223455  5.07449913 -7.13673368
  4.80000019 -2.06223718  5.42470884 -7.48694602
  4.9000001 -2.06250754  5.65638447 -7.71889201
  5. -2.06277177  5.77251863 -7.8352904
  5.0999999 -2.06171479  5.7797451 -7.8414599
  5.20000029 -2.06202076  5.55888319 -7.62090395
  5.30000019 -2.06202375  5.25878239 -7.32080614
  5.4000001 -2.06198792  5.03895664 -7.10094456
  5.5 -2.06205512  4.94599581 -7.00805093
  5.5999999 -2.06151988  4.85325146 -6.91477134
  5.70000029 -2.06168001  4.62175846 -6.68343847
  5.80000019 -2.0614546  4.370224 -6.4316786
  5.9000001 -2.06167397  4.12284899 -6.18452295
  6. -2.06176615  3.92165375 -5.9834199
  6.0999999 -2.06158661  3.77273893 -5.83432554
  6.20000029 -2.06143116  3.58948231 -5.65091346
  6.30000019 -2.06147559  3.34982395 -5.41129955
  6.4000001 -2.06166963  3.08518434 -5.14685397
  6.5 -2.06159879  2.85079145 -4.91239024
  6.5999999 -2.0616006  2.66660476 -4.72820536
  6.70000029 -2.06160272  2.52185702 -4.58345974
  6.80000019 -2.06159819  2.40454292 -4.46614112
  6.9000001 -2.06158559  2.2983706 -4.35995619
  7. -2.06162044  2.19654512 -4.25816556
  7.0999999 -2.06161065  2.11185145 -4.1734621
  7.20000029 -2.06160744  2.04964209 -4.11124953
  7.30000019 -2.06161527  2.00808907 -4.06970434
  7.4000001 -2.0616085  1.98983741 -4.0514459
  7.5 -2.06161566  1.99762475 -4.05924042
  7.5999999 -2.06161801  2.03473568 -4.09635369
  7.70000029 -2.0616191  2.09831214 -4.15993124
  7.80000019 -2.06161505  2.17283726 -4.2344523
  7.9000001 -2.06159229  2.23316884 -4.29476113
  8. -2.0616217  2.27481198 -4.33643368
  8.10000038 -2.06163093  2.31917405 -4.38080498
