  0. -25.5336906  0. -25.5336906
  0.100000001 -25.5336975  0.443144858 -25.9768424
  0.200000003 -25.5337815  1.84709966 -27.3808812
  0.300000012 -25.5338288  4.394732 -29.9285608
  0.400000006 -25.5338472  7.91789055 -33.4517377
  0.5 -25.5340188  11.0788879 -36.6129068
  0.600000024 -25.5342331  13.7975473 -39.3317805
  0.699999988 -25.5453434  15.5795269 -41.1248703
  0.800000012 -25.5454938  17.1495914 -42.6950852
  0.900000036 -25.5454735  19.2304745 -44.775948
  1. -25.5454758  22.3807602 -47.926236
  1.10000002 -25.5455241  24.8332748 -50.3787989
  1.20000005 -25.544922  27.2286453 -52.7735673
  1.30000007 -25.5459844  31.4029217 -56.9489061
  1.39999998 -25.5460525  35.8663254 -61.4123779
  1.5 -25.5469845  38.5888252 -64.1358097
  1.60000002 -25.5515977  38.462944 -64.0145417
  1.70000005 -25.5573252  36.6894455 -62.2467707
  1.80000007 -25.5574531  32.1032829 -57.6607361
  1.89999998 -25.5562277  26.759531 -52.3157588
  2. -25.557631  22.9580936 -48.5157246
  2.10000014 -25.5577255  20.1204681 -45.6781936
  2.20000005 -25.5579159  18.9182796 -44.4761955
  2.29999995 -25.5579751  19.1420898 -44.7000649
  2.4000001 -25.554901  20.0261879 -45.5810889
  2.5 -25.5562815  20.7520046 -46.3082862
  2.60000014 -25.5561664  20.3273697 -45.8835361
  2.70000005 -25.5561703  19.7520046 -45.308175
  2.79999995 -25.5562293  19.6489716 -45.2052009
  2.9000001 -25.5576339  21.7321491 -47.289783
  3. -25.5575791  24.6965408 -50.25412
  3.10000014 -25.5575896  24.6748581 -50.2324477
  3.20000005 -25.5575571  26.1971645 -51.7547216
  3.29999995 -25.5575451  30.2713089 -55.828854
  3.4000001 -25.5579768  35.765255 -61.3232318
  3.5 -25.5593727  42.3712273 -67.9305999
  3.60000014 -25.5579597  45.9350586 -71.4930183
  3.70000005 -25.5551212  46.6957054 -72.2508266
  3.79999995 -25.5549197  45.1082344 -70.6631541
  3.9000001 -25.5553153  45.7658653 -71.3211806
  4. -25.555607  44.0260773 -69.5816843
  4.0999999 -25.5554751  44.3071251 -69.8626002
  4.20000029 -25.5565429  38.7789459 -64.3354889
  4.30000019 -25.5603299  34.3315544 -59.8918843
  4.4000001 -25.5604278  31.4266586 -56.9870864
  4.5 -25.5602882  30.3961983 -55.9564865
  4.5999999 -25.5586546  29.6601219 -55.2187765
  4.70000029 -25.5580327  29.7230167 -55.2810494
  4.80000019 -25.5589722  28.913784 -54.4727563
  4.9000001 -25.557895  29.2896767 -54.8475717
  5. -25.5579913  31.199688 -56.7576793
  5.0999999 -25.5580445  32.6752357 -58.2332802
  5.20000029 -25.5578858  33.5369034 -59.0947892
  5.30000019 -25.5589906  32.3936272 -57.9526178
  5.4000001 -25.5590459  31.2512054 -56.8102514
  5.5 -25.5589911  28.8264275 -54.3854185
  5.5999999 -25.5587533  25.6933575 -51.2521108
  5.70000029 -25.5587948  23.4931774 -49.0519722
  5.80000019 -25.558795  21.7215233 -47.2803182
  5.9000001 -25.5596494  21.9045486 -47.4641981
  6. -25.5611976  22.2517796 -47.8129772
  6.0999999 -25.5612194  23.2011871 -48.7624066
  6.20000029 -25.5611871  22.7066288 -48.2678159
  6.30000019 -25.5611756  21.390028 -46.9512036
  6.4000001 -25.5592386  21.0112171 -46.5704557
  6.5 -25.5593202  19.8633881 -45.4227083
  6.5999999 -25.5592491  18.4949112 -44.0541603
  6.70000029 -25.5592433  18.3551064 -43.9143497
  6.80000019 -25.5582562  18.6663227 -44.2245789
  6.9000001 -25.5570514  20.6200047 -46.1770561
  7. -25.5570103  22.8680916 -48.4251018
  7.0999999 -25.5622237  22.974226 -48.5364497
  7.20000029 -25.5608093  21.4572239 -47.0180331
  7.30000019 -25.560467  21.001009 -46.561476
  7.4000001 -25.5621574  21.0300388 -46.5921963
  7.5 -25.5617092  21.6871605 -47.2488697
  7.5999999 -25.5627317  23.4518604 -49.0145922
  7.70000029 -25.5605174  25.3009186 -50.861436
  7.80000019 -25.5614509  27.217186 -52.7786369
  7.9000001 -25.5614871  29.2798271 -54.8413142
  8. -25.5617439  29.9393158 -55.5010597
  8.10000038 -25.5618469  30.2461662 -55.8080131
