  -0.18062   1.53575  -0.00868  -0.00688   0.10000  1
  -0.19081   1.33680   0.00222   0.00827   0.10000  2
  -0.46072  -0.23257   0.01028  -0.00654   0.10000  3
  -0.36306  -0.40566  -0.00571   0.01337   0.10000  4
  -0.52135   0.85011   0.02906   0.00586   0.10000  5
  -0.35116   0.95311   0.00733   0.00047   0.10000  6
  -0.19547   1.59503  -0.00237  -0.02718   0.10000  7
  -0.28070   1.77479   0.01461  -0.04252   0.10000  8
   0.24700  -1.26498  -0.00750   0.01290   0.10000  9
   0.28382  -1.06996  -0.01311  -0.01717   0.10000 10
  -0.46260   0.39164  -0.00708   0.00361   0.10000 11
  -0.64257   0.30810   0.02464   0.01056   0.10000 12
  -0.33227  -1.21261   0.00736   0.01729   0.10000 13
  -0.36975  -1.01764   0.01100  -0.01165   0.10000 14
   0.01391  -1.97540   0.01026   0.02005   0.10000 15
   0.14029  -1.82236  -0.01153  -0.00147   0.10000 16
   0.13331   0.93265  -0.03002   0.01022   0.10000 17
  -0.03164   1.04379  -0.01052  -0.00021   0.10000 18
   0.36597   0.39295   0.00176  -0.00155   0.10000 19
   0.53172   0.28350  -0.02198   0.01257   0.10000 20
  -0.18192   1.53471  -0.01720  -0.01405   0.20000  1
  -0.19049   1.33805   0.00428   0.01681   0.20000  2
  -0.45917  -0.23356   0.02059  -0.01324   0.20000  3
  -0.36392  -0.40365  -0.01143   0.02692   0.20000  4
  -0.51699   0.85100   0.05826   0.01194   0.20000  5
  -0.35006   0.95318   0.01472   0.00094   0.20000  6
  -0.19582   1.59095  -0.00478  -0.05425   0.20000  7
  -0.27850   1.76839   0.02926  -0.08559   0.20000  8
   0.24588  -1.26304  -0.01503   0.02596   0.20000  9
   0.28185  -1.07254  -0.02630  -0.03451   0.20000 10
  -0.46366   0.39218  -0.01419   0.00714   0.20000 11
  -0.63887   0.30970   0.04940   0.02130   0.20000 12
  -0.33117  -1.21002   0.01472   0.03470   0.20000 13
  -0.36810  -1.01939   0.02209  -0.02350   0.20000 14
   0.01545  -1.97239   0.02059   0.04027   0.20000 15
   0.13856  -1.82259  -0.02313  -0.00306   0.20000 16
   0.12880   0.93419  -0.06029   0.02065   0.20000 17
  -0.03322   1.04376  -0.02107  -0.00046   0.20000 18
   0.36624   0.39271   0.00360  -0.00321   0.20000 19
   0.52842   0.28539  -0.04411   0.02524   0.20000 20
  -0.18405   1.53292  -0.02537  -0.02180   0.30000  1
  -0.18997   1.34018   0.00604   0.02593   0.30000  2
  -0.45660  -0.23523   0.03100  -0.02024   0.30000  3
  -0.36535  -0.40027  -0.01716   0.04083   0.30000  4
  -0.50969   0.85252   0.08774   0.01847   0.30000  5
  -0.34821   0.95330   0.02224   0.00137   0.30000  6
  -0.19643   1.58419  -0.00727  -0.08107   0.30000  7
  -0.27484   1.75764   0.04400  -0.12982   0.30000  8
   0.24400  -1.25978  -0.02259   0.03935   0.30000  9
   0.27855  -1.07687  -0.03967  -0.05215   0.30000 10
