  0. -2.05458967  0. -2.05458967
  0.100000001 -2.0545897  0.0121432692 -2.06673297
  0.200000003 -2.05458986  0.0493567996 -2.10394666
  0.300000012 -2.05459047  0.113932535 -2.168523
  0.400000006 -2.05459265  0.209203631 -2.26379628
  0.5 -2.05459936  0.337378323 -2.39197768
  0.600000024 -2.05461685  0.492244303 -2.54686115
  0.699999988 -2.05459981  0.641696215 -2.69629602
  0.800000012 -2.05462347  0.723670304 -2.77829377
  0.900000036 -2.05466202  0.74462229 -2.79928431
  1. -2.05464527  0.774551213 -2.82919648
  1.10000002 -2.05463535  0.83875078 -2.89338613
  1.20000005 -2.05464635  0.927186966 -2.98183332
  1.30000007 -2.05466267  1.02809525 -3.08275792
  1.39999998 -2.05466051  1.12748766 -3.18214817
  1.5 -2.05460933  1.18556643 -3.24017576
  1.60000002 -2.05471984  1.18564749 -3.24036733
  1.70000005 -2.05464383  1.1707325 -3.22537633
  1.80000007 -2.05468046  1.16816437 -3.22284483
  1.89999998 -2.05467861  1.20674133 -3.26141995
  2. -2.05467167  1.27893496 -3.33360662
  2.10000014 -2.05463881  1.33588004 -3.39051885
  2.20000005 -2.05475637  1.33066559 -3.38542196
  2.29999995 -2.05475002  1.29353857 -3.34828859
  2.4000001 -2.05474119  1.26994383 -3.32468502
  2.5 -2.05475147  1.27985215 -3.33460362
  2.60000014 -2.05473836  1.32702255 -3.38176091
  2.70000005 -2.05474522  1.40441692 -3.45916214
  2.79999995 -2.05478726  1.51052928 -3.56531653
  2.9000001 -2.0547684  1.62720966 -3.68197806
  3. -2.05467674  1.70924544 -3.76392219
  3.10000014 -2.05468141  1.72767448 -3.7823559
  3.20000005 -2.05468117  1.7263186 -3.78099977
  3.29999995 -2.05468074  1.75465202 -3.80933276
  3.4000001 -2.05465449  1.8277272 -3.88238169
  3.5 -2.05470081  1.95853269 -4.0132335
  3.60000014 -2.05475914  2.18054533 -4.23530447
  3.70000005 -2.05446483  2.46582103 -4.52028586
  3.79999995 -2.05517941  2.7303257 -4.78550511
  3.9000001 -2.05475844  3.00047183 -5.05523027
  4. -2.05506721  3.02518439 -5.0802516
  4.0999999 -2.05506789  2.88772392 -4.94279181
  4.20000029 -2.05498982  2.86436772 -4.91935754
  4.30000019 -2.0548631  2.94290853 -4.99777163
  4.4000001 -2.05517083  2.98671556 -5.04188639
  4.5 -2.05506363  3.00424719 -5.05931082
  4.5999999 -2.05529181  3.03196883 -5.08726064
  4.70000029 -2.05511668  3.10123158 -5.15634826
  4.80000019 -2.05703286  3.04615211 -5.10318497
  4.9000001 -2.05513951  2.95407319 -5.0092127
  5. -2.05563831  2.80157232 -4.85721063
  5.0999999 -2.05590114  2.65667725 -4.71257839
  5.20000029 -2.05559751  2.49645042 -4.55204794
  5.30000019 -2.05525719  2.25148749 -4.30674468
  5.4000001 -2.05527073  1.94888759 -4.00415832
  5.5 -2.05526679  1.69502807 -3.75029485
  5.5999999 -2.0552673  1.49887514 -3.55414244
  5.70000029 -2.05527195  1.34824336 -3.40351531
  5.80000019 -2.05527096  1.22007203 -3.27534299
  5.9000001 -2.05527189  1.08669698 -3.14196887
  6. -2.05528305  0.960548222 -3.01583127
  6.0999999 -2.05527771  0.868592024 -2.92386974
  6.20000029 -2.05527357  0.813531458 -2.86880503
  6.30000019 -2.05526549  0.782262921 -2.83752841
  6.4000001 -2.05527836  0.767225027 -2.82250339
  6.5 -2.05527814  0.772443533 -2.82772168
  6.5999999 -2.0552756  0.79624474 -2.85152034
  6.70000029 -2.05528407  0.839454532 -2.8947386
  6.80000019 -2.05528949  0.91133821 -2.96662771
  6.9000001 -2.05529094  1.013237 -3.06852794
  7. -2.05530377  1.1287328 -3.18403657
  7.0999999 -2.05530966  1.23378158 -3.28909124
  7.20000029 -2.05530789  1.29212105 -3.34742894
  7.30000019 -2.05543699  1.29156578 -3.34700276
  7.4000001 -2.05531959  1.29098058 -3.34630017
  7.5 -2.05535785  1.32359684 -3.37895469
  7.5999999 -2.05535084  1.41785312 -3.47320395
  7.70000029 -2.05536637  1.5974201 -3.65278647
  7.80000019 -2.05537406  1.87953091 -3.93490496
  7.9000001 -2.05543415  2.25302958 -4.30846374
  8. -2.05555887  2.64678979 -4.70234866
  8.10000038 -2.05558922  2.93176317 -4.98735239
