  0. -24.8778039  0. -24.8778039
  0.100000001 -24.8779198  0.883554816 -25.7614746
  0.200000003 -24.8782178  3.80109191 -28.6793097
  0.300000012 -24.8780898  7.8968482 -32.774938
  0.400000006 -24.878763  10.1670961 -35.0458591
  0.5 -24.8794614  13.1540661 -38.0335275
  0.600000024 -24.879481  14.9827623 -39.8622433
  0.699999988 -24.8794471  15.4069824 -40.2864295
  0.800000012 -24.8802855  15.9399614 -40.8202469
  0.900000036 -24.8803116  17.4777279 -42.3580395
  1. -24.8825559  22.7683678 -47.6509237
  1.10000002 -24.8826008  29.149889 -54.0324898
  1.20000005 -24.8843474  33.1101837 -57.9945312
  1.30000007 -24.8862012  32.2154961 -57.1016973
  1.39999998 -24.8682023  26.8897877 -51.75799
  1.5 -24.8677099  24.0465221 -48.914232
  1.60000002 -24.8681287  24.6645298 -49.5326585
  1.70000005 -24.8689095  28.4384155 -53.307325
  1.80000007 -24.8682335  38.1941338 -63.0623673
  1.89999998 -24.8683968  38.605423 -63.4738197
  2. -24.8662531  31.1738815 -56.0401346
  2.10000014 -24.8419647  27.0507202 -51.8926849
  2.20000005 -24.8423202  26.0117912 -50.8541114
  2.29999995 -24.8417167  26.0683804 -50.910097
  2.4000001 -24.8419982  25.796463 -50.6384612
  2.5 -24.8419348  26.1699905 -51.0119254
  2.60000014 -24.8401793  31.048214 -55.8883933
  2.70000005 -24.8406127  29.3808136 -54.2214263
  2.79999995 -24.8404977  26.7772751 -51.6177727
  2.9000001 -24.8373484  24.0384293 -48.8757777
  3. -24.8369523  23.7232494 -48.5602018
  3.10000014 -24.83712  24.8988514 -49.7359714
  3.20000005 -24.8372429  29.6535645 -54.4908073
  3.29999995 -24.8380302  31.250576 -56.0886062
  3.4000001 -24.8221723  29.5129948 -54.3351671
  3.5 -24.8356279  25.2802601 -50.1158879
  3.60000014 -24.8359444  17.6468372 -42.4827817
  3.70000005 -24.8361644  15.2910671 -40.1272315
  3.79999995 -24.8361728  16.5854645 -41.4216373
  3.9000001 -24.8364673  15.7047863 -40.5412536
  4. -24.8370302  18.1224327 -42.9594629
  4.0999999 -24.8370191  25.6959476 -50.5329668
  4.20000029 -24.8435357  34.8110237 -59.6545594
  4.30000019 -24.8417412  39.9894409 -64.8311822
  4.4000001 -24.8455697  36.9539261 -61.7994958
  4.5 -24.8474266  29.4169159 -54.2643425
  4.5999999 -24.84712  23.6046581 -48.4517781
  4.70000029 -24.8481408  20.9673538 -45.8154946
  4.80000019 -24.8378084  20.6738377 -45.5116461
  4.9000001 -24.8381063  20.8336201 -45.6717264
  5. -24.837583  20.5980968 -45.4356798
  5.0999999 -24.8434057  23.0236816 -47.8670874
  5.20000029 -24.8736145  23.5957069 -48.4693215
  5.30000019 -24.873228  24.1152878 -48.9885157
  5.4000001 -24.8735408  23.3584995 -48.2320403
  5.5 -24.8733636  19.3056393 -44.1790028
  5.5999999 -24.8715295  15.6915827 -40.5631122
  5.70000029 -24.8715105  12.9399652 -37.8114758
  5.80000019 -24.8725196  12.0153656 -36.8878852
  5.9000001 -24.8725055  12.9072046 -37.7797101
  6. -24.8754282  14.9896917 -39.8651199
  6.0999999 -24.8782318  19.6558323 -44.5340641
  6.20000029 -24.8782625  23.6041927 -48.4824552
  6.30000019 -24.8773299  23.3124542 -48.1897841
  6.4000001 -24.8780542  18.8359356 -43.7139898
  6.5 -24.8780475  15.7694845 -40.647532
  6.5999999 -24.8779951  15.6592903 -40.5372854
  6.70000029 -24.8783487  17.7051754 -42.5835241
  6.80000019 -24.8759239  22.5228767 -47.3988007
  6.9000001 -24.8761583  27.9612732 -52.8374315
  7. -24.8712571  32.6072617 -57.4785187
  7.0999999 -24.8722402  32.3134766 -57.1857167
  7.20000029 -24.8721043  28.3557014 -53.2278058
  7.30000019 -24.8732606  27.6756096 -52.5488702
  7.4000001 -24.8872715  25.9330692 -50.8203407
  7.5 -24.88772  20.4949722 -45.3826922
  7.5999999 -24.8889503  20.009819 -44.8987693
  7.70000029 -24.8947806  19.4046726 -44.2994533
  7.80000019 -24.898327  19.512785 -44.411112
  7.9000001 -24.8981842  20.0419254 -44.9401096
  8. -24.8923115  23.7351532 -48.6274647
  8.10000038 -24.8927531  21.0700512 -45.9628043
