  0. -12.3025226  0. -12.3025226
  0.100000001 -12.3025231  0.0844006166 -12.3869238
  0.200000003 -12.3025255  0.34307456 -12.6456001
  0.300000012 -12.3025336  0.791142702 -13.0936763
  0.400000006 -12.3025508  1.44696283 -13.7495136
  0.5 -12.3025407  2.31732798 -14.6198687
  0.600000024 -12.3025784  3.41163659 -15.714215
  0.699999988 -12.3025866  4.84552002 -17.1481066
  0.800000012 -12.3026028  6.83649302 -19.1390958
  0.900000036 -12.3059774  9.42848301 -21.7344604
  1. -12.3062163  11.416585 -23.7228012
  1.10000002 -12.3065261  12.2692156 -24.5757417
  1.20000005 -12.3064392  13.2991037 -25.6055429
  1.30000007 -12.3064016  14.3247862 -26.6311878
  1.39999998 -12.3067152  15.6747837 -27.9814989
  1.5 -12.3064296  18.0469437 -30.3533732
  1.60000002 -12.3128088  21.0426483 -33.3554571
  1.70000005 -12.3128227  25.6461239 -37.9589466
  1.80000007 -12.3120749  30.6508408 -42.9629157
  1.89999998 -12.3144687  35.6525612 -47.9670299
  2. -12.3145155  38.9242134 -51.2387289
  2.10000014 -12.3145259  35.790123 -48.1046489
  2.20000005 -12.3150243  32.2272911 -44.5423154
  2.29999995 -12.3188825  29.5060062 -41.8248887
  2.4000001 -12.3172019  25.2081871 -37.525389
  2.5 -12.3172204  21.8044071 -34.1216275
  2.60000014 -12.3171784  20.5889492 -32.9061276
  2.70000005 -12.3172397  20.1526337 -32.4698734
  2.79999995 -12.3172629  19.1045799 -31.4218429
  2.9000001 -12.3171796  18.3172112 -30.6343907
  3. -12.3171995  18.5184269 -30.8356264
  3.10000014 -12.3202525  19.4893188 -31.8095714
  3.20000005 -12.3202977  19.9655647 -32.2858625
  3.29999995 -12.3203015  19.9755535 -32.2958551
  3.4000001 -12.3216651  19.6143723 -31.9360374
  3.5 -12.3216829  18.6966286 -31.0183115
  3.60000014 -12.3216739  17.8699932 -30.1916671
  3.70000005 -12.3221991  17.6816826 -30.0038817
  3.79999995 -12.3221154  18.5087795 -30.8308949
  3.9000001 -12.3223754  20.3020401 -32.6244155
  4. -12.3222313  22.8480701 -35.1703014
  4.0999999 -12.322925  25.1499672 -37.4728922
  4.20000029 -12.3229119  26.4424438 -38.7653557
  4.30000019 -12.323655  26.7159634 -39.0396184
  4.4000001 -12.3235993  26.0218563 -38.3454556
  4.5 -12.3236896  24.5187569 -36.8424464
  4.5999999 -12.3220784  23.1133556 -35.435434
  4.70000029 -12.3220633  21.426981 -33.7490443
  4.80000019 -12.322215  19.6792412 -32.0014562
  4.9000001 -12.3229928  18.3372459 -30.6602387
  5. -12.3230587  17.308485 -29.6315438
  5.0999999 -12.3227373  16.2008324 -28.5235697
  5.20000029 -12.3227299  15.4786825 -27.8014124
  5.30000019 -12.3227288  14.869091 -27.1918198
  5.4000001 -12.322714  14.0646591 -26.3873731
  5.5 -12.322789  13.2693367 -25.5921257
  5.5999999 -12.3228104  12.9622698 -25.2850802
  5.70000029 -12.322892  12.7603226 -25.0832146
  5.80000019 -12.3228427  12.6539316 -24.9767743
  5.9000001 -12.322893  12.901227 -25.22412
  6. -12.3214566  13.5688667 -25.8903233
  6.0999999 -12.3209572  13.540204 -25.8611613
  6.20000029 -12.3207153  13.5466671 -25.8673824
  6.30000019 -12.3198608  14.1959724 -26.5158332
  6.4000001 -12.3197625  15.4137907 -27.7335532
  6.5 -12.3195855  17.5241394 -29.8437249
  6.5999999 -12.3203074  20.3702106 -32.6905181
  6.70000029 -12.3197182  23.6139259 -35.9336442
  6.80000019 -12.317947  24.3289089 -36.6468559
  6.9000001 -12.3180731  22.6295567 -34.9476298
  7. -12.3180591  20.956255 -33.274314
  7.0999999 -12.3181881  20.018322 -32.3365101
  7.20000029 -12.3199715  19.2668114 -31.5867829
  7.30000019 -12.3191328  18.9424839 -31.2616167
  7.4000001 -12.3195241  18.9554577 -31.2749818
  7.5 -12.3198191  18.3761501 -30.6959692
  7.5999999 -12.319583  17.8584595 -30.1780425
  7.70000029 -12.3203505  15.7301121 -28.0504626
  7.80000019 -12.3201999  13.4225521 -25.742752
  7.9000001 -12.320186  11.8150616 -24.1352475
  8. -12.3202124  10.7509537 -23.0711661
  8.10000038 -12.3202097  10.2847147 -22.6049244
