  -0.47115  -0.69713   0.04730   0.07081   0.10000  1
  -0.52328   1.22430  -0.00538  -0.05464   0.10000  2
  -0.17745  -0.92125   0.01612   0.08827   0.10000  3
  -0.62098   0.59852  -0.00875  -0.01378   0.10000  4
   0.33889   1.02438  -0.04088  -0.01042   0.10000  5
   0.08758  -0.80748   0.03703   0.06290   0.10000  6
   1.38907  -0.65292  -0.05061   0.00757   0.10000  7
   0.77256   0.06191  -0.06652   0.03762   0.10000  8
   0.18706  -0.85491  -0.02082   0.11444   0.10000  9
  -0.41906   0.28035  -0.01229   0.02160   0.10000 10
  -0.94583   0.53220   0.07564  -0.00705   0.10000 11
  -0.16876  -0.15590  -0.01329  -0.02486   0.10000 12
   0.07424  -0.34847  -0.00373  -0.02116   0.10000 13
   0.31514   1.08127  -0.01703  -0.04830   0.10000 14
  -1.91264   0.21482   0.05081  -0.01499   0.10000 15
  -0.32358   1.95508   0.00214  -0.01846   0.10000 16
  -0.51634   0.39698   0.00931   0.00025   0.10000 17
  -1.29512  -0.75174   0.03870   0.05138   0.10000 18
  -0.72152  -0.13965   0.02929   0.00693   0.10000 19
   0.47154  -0.40131  -0.05186  -0.01440   0.10000 20
  -0.35382  -0.14110   0.02814  -0.01645   0.10000 21
  -0.76259   1.03792   0.03809  -0.05993   0.10000 22
   0.69414   0.27016  -0.04771  -0.08415   0.10000 23
   0.28763   1.38908  -0.01033  -0.05599   0.10000 24
  -1.18346  -0.56849   0.01610   0.01798   0.10000 25
  -0.51741  -0.69104   0.09161   0.05647   0.10000 26
   1.17638  -0.01836  -0.05765  -0.00915   0.10000 27
  -0.43046  -0.59110   0.03622  -0.01642   0.10000 28
   0.26413  -0.07667  -0.01199  -0.02740   0.10000 29
   0.14895   0.80330   0.00145  -0.01904   0.10000 30
  -0.59680  -1.17805   0.02660   0.06104   0.10000 31
   1.05790  -1.70294   0.00095   0.02236   0.10000 32
  -1.02514   0.00796   0.01635  -0.00511   0.10000 33
  -0.76556   0.63884   0.06201  -0.03148   0.10000 34
  -1.30567  -0.10404   0.00721   0.01119   0.10000 35
   0.25327  -0.74671  -0.04320   0.04232   0.10000 36
   1.10439  -0.64681  -0.03330   0.01995   0.10000 37
  -1.51328  -0.15281   0.04723   0.04007   0.10000 38
   0.59472   0.22271   0.03326  -0.03311   0.10000 39
   1.30253  -1.33960  -0.01805   0.01010   0.10000 40
   0.22545  -0.58861  -0.01663  -0.02535   0.10000 41
  -1.48281   0.35234   0.02633  -0.04277   0.10000 42
   0.18612   0.48119  -0.01744  -0.01447   0.10000 43
   0.70972   0.18769  -0.05332  -0.01415   0.10000 44
   0.84273  -0.55921  -0.03335   0.01382   0.10000 45
  -1.60131   0.02630   0.05278  -0.01169   0.10000 46
  -0.32475  -0.56458  -0.02346  -0.01166   0.10000 47
  -0.18220   0.45015  -0.02916  -0.02486   0.10000 48
  -0.62673   0.74930  -0.01108  -0.07770   0.10000 49
   0.42310  -0.74392  -0.09285   0.05188   0.10000 50
  -0.46392  -0.68651   0.09832   0.14165   0.20000  1
  -0.52409   1.21608  -0.01072  -0.11008   0.20000  2
  -0.17503  -0.90794   0.03226   0.17838   0.20000  3
  -0.62231   0.59646  -0.01793  -0.02731   0.20000  4
   0.33278   1.02278  -0.08106  -0.02186   0.20000  5
   0.09319  -0.79793   0.07548   0.12878   0.20000  6
   1.38147  -0.65177  -0.10152   0.01533   0.20000  7
   0.76250   0.06760  -0.13508   0.07668   0.20000  8
   0.18397  -0.83770  -0.04091   0.23017   0.20000  9
  -0.42092   0.28362  -0.02497   0.04424   0.20000 10
  -0.93441   0.53115   0.15340  -0.01380   0.20000 11
  -0.17076  -0.15966  -0.02675  -0.05055   0.20000 12
   0.07369  -0.35170  -0.00726  -0.04388   0.20000 13
   0.31255   1.07404  -0.03501  -0.09611   0.20000 14
  -1.90500   0.21257   0.10213  -0.03009   0.20000 15
  -0.32326   1.95231   0.00429  -0.03687   0.20000 16
  -0.51497   0.39704   0.01805   0.00092   0.20000 17
  -1.28930  -0.74401   0.07771   0.10342   0.20000 18
  -0.71711  -0.13861   0.05909   0.01377   0.20000 19
   0.46370  -0.40350  -0.10542  -0.02960   0.20000 20
  -0.34957  -0.14361   0.05688  -0.03407   0.20000 21
  -0.75687   1.02890   0.07626  -0.12073   0.20000 22
   0.68701   0.25754  -0.09474  -0.16810   0.20000 23
   0.28608   1.38066  -0.02085  -0.11258   0.20000 24
  -1.18105  -0.56579   0.03212   0.03603   0.20000 25
  -0.50363  -0.68250   0.18426   0.11458   0.20000 26
   1.16772  -0.01973  -0.11579  -0.01829   0.20000 27
  -0.42502  -0.59353   0.07272  -0.03191   0.20000 28
   0.26233  -0.08081  -0.02409  -0.05568   0.20000 29
   0.14916   0.80045   0.00267  -0.03772   0.20000 30
  -0.59279  -1.16887   0.05362   0.12271   0.20000 31
   1.05804  -1.69958   0.00193   0.04479   0.20000 32
  -1.02269   0.00720   0.03273  -0.00998   0.20000 33
  -0.75622   0.63412   0.12510  -0.06313   0.20000 34
  -1.30461  -0.10235   0.01375   0.02269   0.20000 35
   0.24674  -0.74031  -0.08763   0.08607   0.20000 36
   1.09939  -0.64382  -0.06672   0.03998   0.20000 37
  -1.50619  -0.14679   0.09473   0.08048   0.20000 38
   0.59973   0.21768   0.06690  -0.06797   0.20000 39
   1.29982  -1.33808  -0.03613   0.02009   0.20000 40
   0.22293  -0.59249  -0.03415  -0.05273   0.20000 41
  -1.47886   0.34590   0.05273  -0.08632   0.20000 42
   0.18350   0.47901  -0.03507  -0.02907   0.20000 43
   0.70172   0.18552  -0.10661  -0.02949   0.20000 44
   0.83771  -0.55712  -0.06715   0.02800   0.20000 45
  -1.59335   0.02454   0.10663  -0.02361   0.20000 46
  -0.32828  -0.56638  -0.04718  -0.02474   0.20000 47
  -0.18662   0.44642  -0.05960  -0.04980   0.20000 48
  -0.62839   0.73757  -0.02208  -0.15733   0.20000 49
   0.40904  -0.73611  -0.18930   0.10460   0.20000 50
  -0.45123  -0.66882   0.15688   0.21165   0.30000  1
  -0.52542   1.20223  -0.01595  -0.16719   0.30000  2
  -0.17100  -0.88545   0.04834   0.27232   0.30000  3
  -0.62459   0.59307  -0.02776  -0.04058   0.30000  4
   0.32273   1.01993  -0.11972  -0.03556   0.30000  5
   0.10276  -0.78150   0.11635   0.20125   0.30000  6
   1.36875  -0.64984  -0.15306   0.02346   0.30000  7
   0.74540   0.07733  -0.20782   0.11841   0.30000  8
   0.17894  -0.80881  -0.05900   0.34779   0.30000  9
  -0.42409   0.28926  -0.03847   0.06899   0.30000 10
  -0.91500   0.52946   0.23562  -0.01987   0.30000 11
  -0.17412  -0.16607  -0.04051  -0.07796   0.30000 12
   0.07280  -0.35736  -0.01037  -0.06993   0.30000 13
   0.30807   1.06208  -0.05499  -0.14271   0.30000 14
  -1.89218   0.20880   0.15446  -0.04540   0.30000 15
  -0.32272   1.94771   0.00644  -0.05522   0.30000 16
  -0.51278   0.39720   0.02555   0.00253   0.30000 17
  -1.27955  -0.73101   0.11731   0.15682   0.30000 18
  -0.70966  -0.13690   0.08997   0.02047   0.30000 19
   0.45034  -0.40728  -0.16264  -0.04646   0.30000 20
  -0.34240  -0.14800   0.08687  -0.05419   0.30000 21
