  0. -0.0813784474  0. -0.0813784474
  0.100000001 -0.0813784474  5.01026225E-05 -0.0814285501
  0.200000003 -0.0813784474  0.000200918541 -0.081579366
  0.300000012 -0.0813784474  0.000453984714 -0.0818324321
  0.400000006 -0.0813784474  0.000811906008 -0.0821903534
  0.5 -0.0813784474  0.00127842254 -0.0826568699
  0.600000024 -0.0813784474  0.00185850821 -0.0832369556
  0.699999988 -0.0813784475  0.002558504 -0.0839369515
  0.800000012 -0.0813784473  0.00338629773 -0.084764745
  0.900000036 -0.0813784473  0.00435154838 -0.0857299957
  1. -0.0813784479  0.00546597876 -0.0868444267
  1.10000002 -0.0813784474  0.00674374821 -0.0881221957
  1.20000005 -0.0813784467  0.00820190739 -0.0895803541
  1.30000007 -0.0813784463  0.00986098219 -0.0912394285
  1.39999998 -0.081378448  0.0117456848 -0.0931241328
  1.5 -0.081378447  0.0138857961 -0.0952642431
  1.60000002 -0.0813784474  0.0163171422 -0.0976955896
  1.70000005 -0.0813784478  0.0190826822 -0.10046113
  1.80000007 -0.0813784471  0.0222333763 -0.103611823
  1.89999998 -0.081378454  0.025828205 -0.107206659
  2. -0.0813784581  0.0299318284 -0.111310286
  2.10000014 -0.0813784756  0.0346060917 -0.115984567
  2.20000005 -0.0813785065  0.0398879088 -0.121266415
  2.29999995 -0.0813785536  0.0457397774 -0.127118331
  2.4000001 -0.0813785664  0.0519604422 -0.133339009
  2.5 -0.0813784585  0.0580915697 -0.139470028
  2.60000014 -0.0813782966  0.0635045096 -0.144882806
  2.70000005 -0.0813784115  0.0678736344 -0.149252046
  2.79999995 -0.0813786313  0.0716344267 -0.153013058
  2.9000001 -0.0813787454  0.0757234991 -0.157102244
  3. -0.0813789501  0.0809333771 -0.162312327
  3.10000014 -0.0813792923  0.0873977467 -0.168777039
  3.20000005 -0.0813782962  0.0939564556 -0.175334752
  3.29999995 -0.0813771758  0.0980762243 -0.1794534
  3.4000001 -0.0813794862  0.0987889543 -0.180168441
  3.5 -0.0813796978  0.0981973931 -0.179577091
  3.60000014 -0.0813791814  0.0977754667 -0.179154648
  3.70000005 -0.0813782606  0.0968346968 -0.178212957
  3.79999995 -0.0813786193  0.0941416174 -0.175520237
  3.9000001 -0.0813792497  0.0900498256 -0.171429075
  4. -0.0813791815  0.0860346183 -0.1674138
  4.0999999 -0.0813790404  0.0831437781 -0.164522819
  4.20000029 -0.08137898  0.0817729682 -0.163151948
  4.30000019 -0.0813789723  0.0820028037 -0.163381776
  4.4000001 -0.0813789925  0.0838126019 -0.165191594
  4.5 -0.0813790672  0.0871277004 -0.168506768
  4.5999999 -0.0813791924  0.0917337537 -0.173112946
  4.70000029 -0.081379186  0.097045891 -0.178425077
  4.80000019 -0.0813786458  0.101878032 -0.183256678
  4.9000001 -0.0813786483  0.104933105 -0.186311754
  5. -0.0813792777  0.106203526 -0.187582804
  5.0999999 -0.0813793587  0.107056268 -0.188435626
  5.20000029 -0.0813792481  0.108832844 -0.190212092
  5.30000019 -0.0813791979  0.112260737 -0.193639934
  5.4000001 -0.0813792176  0.117645152 -0.199024369
  5.5 -0.0813793296  0.125066489 -0.206445819
  5.5999999 -0.0813796961  0.134355173 -0.215734869
  5.70000029 -0.0813797297  0.144705638 -0.226085368
  5.80000019 -0.0813796604  0.153633446 -0.235013106
  5.9000001 -0.081374276  0.155921966 -0.237296242
  6. -0.0813810569  0.148175985 -0.229557042
  6.0999999 -0.08138093  0.135358989 -0.216739919
  6.20000029 -0.0813799069  0.122804746 -0.204184653
  6.30000019 -0.0813795954  0.112154707 -0.193534303
  6.4000001 -0.0813795157  0.10347496 -0.184854475
  6.5 -0.0813794959  0.0964865908 -0.177866087
  6.5999999 -0.0813794887  0.0908997208 -0.172279209
  6.70000029 -0.0813794833  0.0864796266 -0.16785911
  6.80000019 -0.0813794853  0.0830489323 -0.164428418
  6.9000001 -0.0813794878  0.0804773793 -0.161856867
  7. -0.081379492  0.0786717087 -0.160051201
  7.0999999 -0.0813794896  0.0775677487 -0.158947238
  7.20000029 -0.0813794896  0.077124767 -0.158504257
  7.30000019 -0.0813794911  0.0773217529 -0.158701244
  7.4000001 -0.0813794887  0.0781551301 -0.159534619
  7.5 -0.0813794899  0.0796376988 -0.161017189
  7.5999999 -0.0813794884  0.0817986727 -0.163178161
  7.70000029 -0.0813794866  0.0846847072 -0.166064194
  7.80000019 -0.0813794825  0.0883619487 -0.169741431
  7.9000001 -0.0813794822  0.0929193571 -0.174298839
  8. -0.081379482  0.0984731838 -0.179852666
  8.10000038 -0.0813794757  0.105172694 -0.186552169
