  0. -0.465898035  0. -0.465898035
  0.100000001 -0.465898035  0.00158778322 -0.467485819
  0.200000003 -0.465898039  0.0064026434 -0.472300682
  0.300000012 -0.465898049  0.0145983668 -0.480496416
  0.400000006 -0.465898074  0.0264257807 -0.492323855
  0.5 -0.465898134  0.0422113054 -0.508109439
  0.600000024 -0.465898294  0.0622873157 -0.528185609
  0.699999988 -0.465898673  0.0867915973 -0.55269027
  0.800000012 -0.465899346  0.115146391 -0.581045737
  0.900000036 -0.465899648  0.144985542 -0.610885189
  1. -0.465898629  0.171117216 -0.637015845
  1.10000002 -0.465897736  0.187162846 -0.653060583
  1.20000005 -0.465900405  0.191009328 -0.656909733
  1.30000007 -0.465900818  0.187063769 -0.652964586
  1.39999998 -0.465899975  0.180655435 -0.64655541
  1.5 -0.465899675  0.174724415 -0.64062409
  1.60000002 -0.465899689  0.171055779 -0.636955468
  1.70000005 -0.465899697  0.171236977 -0.637136674
  1.80000007 -0.465899641  0.176580399 -0.64248004
  1.89999998 -0.465899608  0.188002393 -0.653902
  2. -0.465899749  0.206107825 -0.672007574
  2.10000014 -0.465900136  0.231231168 -0.697131304
  2.20000005 -0.465900408  0.263116539 -0.729016947
  2.29999995 -0.465898593  0.300232589 -0.766131182
  2.4000001 -0.465899978  0.340856254 -0.806756232
  2.5 -0.46590167  0.386785835 -0.852687505
  2.60000014 -0.465902883  0.441660315 -0.907563198
  2.70000005 -0.465909731  0.506090224 -0.971999955
  2.79999995 -0.465893102  0.571946323 -1.03783943
  2.9000001 -0.465917082  0.620599329 -1.08651641
  3. -0.465930995  0.65599525 -1.12192625
  3.10000014 -0.465884779  0.676209629 -1.14209441
  3.20000005 -0.465954329  0.666084111 -1.13203844
  3.29999995 -0.46583108  0.637837827 -1.10366891
  3.4000001 -0.465849053  0.592012763 -1.05786182
  3.5 -0.465848197  0.545227587 -1.01107578
  3.60000014 -0.465846868  0.504062593 -0.96990946
  3.70000005 -0.465843626  0.467986763 -0.933830388
  3.79999995 -0.465844403  0.4332982 -0.899142603
  3.9000001 -0.465845988  0.399738729 -0.865584717
  4. -0.465845918  0.369619608 -0.835465526
  4.0999999 -0.465845519  0.343662411 -0.80950793
  4.20000029 -0.465844601  0.320328265 -0.786172866
  4.30000019 -0.465844661  0.297709852 -0.763554514
  4.4000001 -0.465845442  0.276271462 -0.742116904
  4.5 -0.465845481  0.258803725 -0.724649207
  4.5999999 -0.465845295  0.248018846 -0.713864141
  4.70000029 -0.465845682  0.245533288 -0.711378969
  4.80000019 -0.465847508  0.251838863 -0.717686371
  4.9000001 -0.465843352  0.264833391 -0.730676743
  5. -0.465845407  0.278365016 -0.744210423
  5.0999999 -0.465848463  0.291252613 -0.757101076
  5.20000029 -0.465842735  0.30522424 -0.771066975
  5.30000019 -0.465849742  0.320759952 -0.786609694
  5.4000001 -0.465846046  0.340723723 -0.806569769
  5.5 -0.465845582  0.362613112 -0.828458694
  5.5999999 -0.465849529  0.384376317 -0.850225846
  5.70000029 -0.465844887  0.407195807 -0.873040694
  5.80000019 -0.465849974  0.431359619 -0.897209593
  5.9000001 -0.465851486  0.459825724 -0.92567721
  6. -0.465849089  0.492240518 -0.958089607
  6.0999999 -0.465849352  0.520944238 -0.98679359
  6.20000029 -0.465848361  0.536833405 -1.00268177
  6.30000019 -0.465853484  0.535481095 -1.00133458
  6.4000001 -0.465847563  0.518674135 -0.984521698
  6.5 -0.465857408  0.49155277 -0.957410179
  6.5999999 -0.465850113  0.462150842 -0.928000955
  6.70000029 -0.46585334  0.433954954 -0.899808294
  6.80000019 -0.465854261  0.411770582 -0.877624843
  6.9000001 -0.465855819  0.39984417 -0.865699988
  7. -0.465848994  0.396505475 -0.862354469
  7.0999999 -0.465854411  0.393843472 -0.859697883
  7.20000029 -0.465854836  0.389952898 -0.855807734
  7.30000019 -0.465854542  0.387746006 -0.853600549
  7.4000001 -0.465854469  0.388570845 -0.854425314
  7.5 -0.465854609  0.39349255 -0.859347158
  7.5999999 -0.465856564  0.403955728 -0.869812291
  7.70000029 -0.465856724  0.420869887 -0.886726611
  7.80000019 -0.465856552  0.440743625 -0.906600177
  7.9000001 -0.465852707  0.45735696 -0.923209667
  8. -0.465865768  0.468191803 -0.93405757
  8.10000038 -0.465857513  0.476292133 -0.942149646
